QualifiedStatus,AttainedAge,Gender,Benefit_Base,Utilized_AV,Utilized,Election_exp_AV,Election_exp,n
N,18,F,0,0,0,7211.50684931507,1.01917808219178,2
N,18,M,0,0,0,6244.1095890411,0.194520547945205,1
N,19,F,0,0,0,0,0.871232876712329,1
N,19,M,0,0,0,11329.8254794521,0.901369863013699,2
N,20,F,0,0,0,49222.6884657534,1.7041095890411,3
N,20,M,0,0,0,13274.2256712329,0.452054794520548,2
N,22,M,0,0,0,87202.7397260274,0.926027397260274,2
N,23,M,0,0,0,110468.828821918,0.832876712328767,2
N,24,F,0,0,0,15218.7016438356,1.59178082191781,2
N,24,M,0,0,0,5439.4154520548,0.424657534246575,2
N,25,F,0,0,0,64598.5317534247,1.11780821917808,2
N,25,M,0,0,0,8591.91780821918,0.293150684931507,2
N,26,F,0,0,0,1693.15068493151,0.282191780821918,1
N,26,M,0,0,0,17589.0410958904,0.547945205479452,1
N,27,F,0,0,0,4078.20997260274,0.276712328767123,2
N,27,M,0,0,0,22907.8438356164,0.476712328767123,2
N,28,M,0,0,0,9673.97260273973,0.0904109589041096,1
N,29,F,0,0,0,1749.52010958904,0.221917808219178,1
N,29,M,0,0,0,9424.93150684931,0.841095890410959,3
N,30,F,0,0,0,1617.12506849315,1.86575342465753,3
N,30,M,0,0,0,16002.4544109589,1.58904109589041,3
N,31,M,0,0,0,88487.0182465754,2.17534246575342,4
N,32,F,0,0,0,33917.5342465753,0.356164383561644,1
N,32,M,0,0,0,65022.055890411,0.668493150684932,1
N,33,F,0,0,0,70461.6418082192,0.698630136986301,2
N,33,M,0,0,0,10636.9981917808,0.835616438356164,2
N,34,F,0,0,0,27740.8316164384,2.08767123287671,4
N,34,M,0,0,0,5382.19178082192,1.26849315068493,3
N,35,F,0,0,0,154910.495808219,2.21095890410959,5
N,35,M,0,0,0,4547.70257534247,0.416438356164384,1
N,36,F,0,0,0,160505.165561644,2.17534246575342,3
N,36,M,0,0,0,46093.5364931507,1.53150684931507,4
N,37,F,0,0,0,43581.0121369863,2.48767123287671,6
N,37,M,0,0,0,80664.7624109589,0.361643835616438,1
N,38,F,0,0,0,12781.9663561644,0.904109589041096,2
N,38,M,0,0,0,54998.9117808219,1.23287671232877,5
N,39,F,0,0,0,3869.58904109589,0.361643835616438,1
N,39,M,0,0,0,14322.8701917808,0.734246575342466,3
N,40,F,0,0,0,86651.4966849315,4.38904109589041,8
N,40,M,0,0,0,41201.4766027397,2.84383561643836,5
N,41,F,0,0,0,46661.8580273973,3.55342465753425,8
N,41,M,0,0,0,60155.3690958904,1.55342465753425,5
N,42,F,0,0,0,316139.302109589,5.8986301369863,8
N,42,M,0,0,0,342450.254958904,1.17260273972603,5
N,43,F,0,0,0,234009.978767123,4.57260273972603,9
N,43,M,0,0,0,168757.699315069,4.61643835616438,11
N,44,F,0,0,0,266078.505013699,4.7972602739726,10
N,44,M,0,0,0,460988.028821918,3.98904109589041,10
N,45,F,0,0,0,244225.08890411,3.71506849315069,10
N,45,M,0,0,0,150589.986356164,7.75342465753425,12
N,46,F,0,0,0,281881.302630137,5.66575342465754,12
N,46,M,0,0,0,64180.7030958904,4.51780821917808,8
N,47,F,0,0,0,549969.380767123,8.42191780821918,18
N,47,M,0,0,0,190587.787561644,9.47397260273973,17
N,48,F,0,0,0,675974.444849315,13.6219178082192,26
N,48,M,0,0,0,387793.465260274,10.1561643835616,24
N,49,F,0,0,0,171484.27890411,11.0849315068493,18
N,49,M,0,0,0,365770.194712329,13.1068493150685,24
N,50,F,0,0,0,3239601.3044281,38.2496294632832,79
N,50,M,0,0,0,2519289.63000621,27.6753050378022,62
N,51,F,0,0,0,2796548.66532308,38.4007036454825,89
N,51,M,0,0,0,2122022.23851448,41.4117823190358,82
N,52,F,0,0,0,3114501.73465746,53.262414851411,114
N,52,M,0,0,0,4075284.63150857,43.3166629238715,89
N,53,F,0,0,0,3569340.72356082,52.6758739426604,114
N,53,M,0,0,0,2851080.82648716,45.4717194400779,89
N,54,F,0,0,0,4327546.96264698,63.1566958604686,131
N,54,M,0,0,0,3202619.92948754,55.4460139231978,108
N,55,F,0,0,0,4532107.74182723,64.6805224941986,138
N,55,M,0,0,0,7536812.62756673,65.7296204805749,151
N,56,F,0,0,0,5792294.41664833,90.0682835541582,174
N,56,M,0,0,0,7259004.9385201,68.5210869077027,153
N,57,F,0,0,0,9162827.68594918,109.468837487836,226
N,57,M,0,0,0,7063317.97154151,97.0459914664271,194
N,58,F,0,12128.97,1.61902088479677,8598792.04882963,133.908331461936,254
N,58,M,0,18396.2576164384,0.687671232876712,6838885.60110742,94.3259450557676,209
N,59,F,0,294350.315890411,0.961643835616438,10901830.3389363,147.682955311026,307
N,59,M,0,53279.9156227263,0.63186615764653,8803317.9555055,113.096436859046,242
N,60,F,0,228429.951450258,3.52745714499588,9981254.48139815,148.228475185268,310
N,60,M,0,120137.953032787,0.565573770491803,10994139.8197497,117.873748035033,256
N,61,F,0,246826.382343214,1.80515757167453,9878895.23238812,139.281600419193,298
N,61,M,0,103457.943452055,1.25811812261397,10106420.8131771,138.418556778202,278
N,62,F,0,819580.899547571,1.45922598996931,11398515.1952257,170.608054495097,349
N,62,M,0,103959.155490007,0.251448461711206,9684478.30132876,148.051822741223,316
N,63,F,0,47625.3290860094,1.29036604536268,12260765.3539055,174.603780223071,360
N,63,M,0,168151.904860019,1.93493524964443,11167865.4161956,162.23198592709,331
N,64,F,0,545619.770091175,4.76363500261996,14722273.8277271,216.185335728722,456
N,64,M,0,1727561.91464331,2.30481323452354,16179213.780655,198.814005539337,403
N,65,F,0,223039.653069841,3.83798188487162,13564914.6945012,226.521296504229,461
N,65,M,0,160216.072819148,2.62301818998428,15503190.4707879,182.840497043192,391
N,66,F,0,513173.202901265,4.52083988322479,10876528.4187938,200.403967362827,396
N,66,M,0,1284809.92338648,6.27677969907927,13554784.8379439,202.577303690396,394
N,67,F,0,259138.476509469,4.97286473538439,13370740.507812,185.788988696759,400
N,67,M,0,246555.002304065,3.79610749307583,13164403.4544107,182.595194251067,368
N,68,F,0,741106.922382214,3.27639793397709,14095005.5616045,194.270514260049,410
N,68,M,0,352168.720092073,4.899498465454,13165880.0703431,164.890732839284,353
N,69,F,0,1066580.4893766,6.25577513286923,16247326.1217602,223.903353544427,456
N,69,M,0,837468.99952197,7.79412381166255,11102885.0102542,167.542054045962,354
N,70,F,0,1579436.58364458,13.2831424507822,16275355.0660394,231.445340220076,467
N,70,M,0,245407.82789378,3.01030017216858,11503891.272149,178.050011228385,362
N,71,F,0,1088127.56076293,10.7511116101505,11267132.9114187,188.874496594056,377
N,71,M,0,612620.761619807,4.43908226663672,11151712.7686765,170.388644359608,360
N,72,F,0,1189339.88221439,7.08002095965267,15438048.4060706,199.797761808519,414
N,72,M,0,260202.287430721,3.69681113855828,13460025.2107941,182.17398008833,366
N,73,F,0,943334.378699603,4.09230481323452,14342644.6433297,193.147293959128,399
N,73,M,0,423400.875554233,5.59061306984056,10478452.7775807,164.457309678868,317
N,74,F,0,970859.724381391,5.74298974474137,11760747.8917364,178.779279886219,368
N,74,M,0,115937.516394341,3.85120143723333,8527869.62688442,163.975260124261,321
N,75,F,0,655752.824294558,7.28773860318886,12193799.5604756,186.123287671233,382
N,75,M,0,575154.063506625,4.77552211991916,9842397.79348379,149.511041245602,310
N,76,F,0,299592.560585972,5.48000598847219,7553392.99047706,133.150063627517,282
N,76,M,0,865167.933806797,4.40675948798563,8389711.69501422,127.650205853732,259
N,77,F,0,858847.253902089,5.21257579160117,8778468.19904125,138.237974399281,279
N,77,M,0,101653.781571076,1.89267909274646,6722471.65447915,108.942720263493,226
N,78,F,0,302017.026351149,3.61152780896774,9038016.43926319,138.374691219403,271
N,78,M,0,930206.151358709,6.61554008533573,7122776.46752511,134.498181001572,254
N,79,F,0,1816245.65952167,8.47386031888615,10519868.8449847,134.763575117898,287
N,79,M,0,531205.199063104,2.06649449809117,7730293.67167729,115.230181899843,236
N,80,F,0,588052.706612771,9.52150610075605,8073749.37550902,115.296287147241,234
N,80,M,0,393983.912070739,5.97075379893705,5255937.25877364,74.5890860094318,151
N,81,F,0,5189.45789617486,0.969331536791676,850453.168522869,7.36331312223969,17
N,81,M,0,0,0,140293.933260274,3.23287671232877,7
N,82,M,0,0,0,8261.72991780822,0.104109589041096,1
Q,18,M,0,0,0,3413.18150684932,0.726027397260274,2
Q,19,F,0,0,0,889.041095890411,1.15068493150685,2
Q,22,F,0,0,0,54.9432328767123,0.010958904109589,1
Q,22,M,0,0,0,2903.9458630137,0.515068493150685,2
Q,23,F,0,0,0,13341.8094246575,0.619178082191781,3
Q,24,F,0,0,0,2531.61046575343,0.449315068493151,2
Q,24,M,0,0,0,2296.11353424658,0.158904109589041,1
Q,25,F,0,0,0,1322.87273972603,0.145205479452055,2
Q,25,M,0,0,0,4018.63068493151,0.367123287671233,2
Q,26,F,0,0,0,11954.4517808219,3.42465753424658,7
Q,26,M,0,0,0,16811.9271232877,2.02191780821918,7
Q,27,F,0,0,0,12615.124109589,1.21369863013699,6
Q,27,M,0,0,0,18753.6402191781,0.649315068493151,2
Q,28,F,0,0,0,13579.7918082192,2.06301369863014,6
Q,28,M,0,0,0,18583.9290958904,1.53424657534247,5
Q,29,F,0,0,0,16772.3879178082,2.85753424657534,9
Q,29,M,0,0,0,14011.9941643836,2.5972602739726,4
Q,30,F,0,0,0,34055.5593972603,3.28767123287671,8
Q,30,M,0,0,0,24288.289260274,3.01095890410959,8
Q,31,F,0,0,0,54489.4543013699,3.64109589041096,10
Q,31,M,0,0,0,253500.598082192,4.05479452054795,13
Q,32,F,0,0,0,102513.136630137,4.78356164383562,14
Q,32,M,0,0,0,93202.7793424657,5.28219178082192,13
Q,33,F,0,0,0,69756.4256164384,4.15616438356164,11
Q,33,M,0,0,0,42102.3732876712,2.39178082191781,9
Q,34,F,0,0,0,111804.361342466,6.18082191780822,17
Q,34,M,0,0,0,124991.754958904,5.24657534246575,19
Q,35,F,0,0,0,131055.515315068,7.8027397260274,21
Q,35,M,0,0,0,126556.260493151,6.85753424657534,21
Q,36,F,0,0,0,93557.4230958904,10.3287671232877,27
Q,36,M,0,0,0,80515.2295342466,4.73972602739726,12
Q,37,F,0,0,0,86796.3618630137,2.62191780821918,15
Q,37,M,0,0,0,43936.490109589,3.79452054794521,11
Q,38,F,0,0,0,199167.381753425,6.05205479452055,16
Q,38,M,0,0,0,174252.356383562,9.24383561643836,21
Q,39,F,0,0,0,104177.997479452,6.88767123287671,21
Q,39,M,0,0,0,182219.607315069,5.44109589041096,16
Q,40,F,0,0,0,544259.552027397,12.5780821917808,30
Q,40,M,0,0,0,180552.343068493,11.2986301369863,27
Q,41,F,0,0,0,411630.072383562,16.4657534246575,42
Q,41,M,0,0,0,216679.661260274,12.0575342465753,32
Q,42,F,0,0,0,440208.672,19.958904109589,47
Q,42,M,0,0,0,489844.52969863,14.3397260273973,38
Q,43,F,0,0,0,454747.171178082,13.558904109589,39
Q,43,M,0,0,0,408663.919589041,12.9479452054795,36
Q,44,F,0,0,0,597463.517287671,21.3013698630137,51
Q,44,M,0,0,0,469726.447643836,18.5178082191781,41
Q,45,F,0,0,0,730944.650876712,25.1287671232877,63
Q,45,M,0,0,0,664180.536904109,23.0767123287671,49
Q,46,F,0,0,0,715349.491369863,23.6027397260274,59
Q,46,M,0,0,0,670634.721150685,18.7671232876712,49
Q,47,F,0,0,0,1712876.17547945,36.9178082191781,88
Q,47,M,0,0,0,1614654.59068493,25.0027397260274,65
Q,48,F,0,0,0,1608341.17961644,36.8657534246575,82
Q,48,M,0,0,0,585902.002520548,21.7835616438356,51
Q,49,F,0,0,0,1395024.15808219,33.227397260274,79
Q,49,M,0,0,0,1714563.03079452,28.8630136986301,67
Q,50,F,0,0,0,7617011.78428221,137.536312598248,319
Q,50,M,0,0,0,6726157.33058171,118.135706265439,285
Q,51,F,0,0,0,6082606.51989236,144.835040047908,329
Q,51,M,0,0,0,7850340.9234588,138.987439179579,280
Q,52,F,0,0,0,8577847.78280859,184.156695860469,413
Q,52,M,0,0,0,8246897.29400734,146.044726401677,318
Q,53,F,0,0,0,10265338.382196,194.45956284153,432
Q,53,M,0,0,0,9569004.57964145,156.56582828056,361
Q,54,F,0,0,0,11813649.0484163,241.775170297178,518
Q,54,M,0,0,0,12311153.391845,182.656665918108,404
Q,55,F,0,0,0,15084531.9293382,257.729635451756,575
Q,55,M,0,5526.92646575342,0.0657534246575342,19541156.8191465,277.063507747586,559
Q,56,F,0,27438.688852459,0.653005464480874,24163229.5620932,359.617703420915,764
Q,56,M,0,0,0,29368564.3250585,305.043476308107,662
Q,57,F,0,298985.363260274,0.986301369863014,24877677.493332,403.25830526237,862
Q,57,M,0,0,0,28709426.2510425,347.680889288121,731
Q,58,F,0,385342.689098361,1.53229283629014,31047309.5904985,450.793495022082,935
Q,58,M,0,89151.9636164384,0.353424657534247,38015687.4484479,424.020218579235,914
Q,59,F,0,1191710.7255454,4.41069690845123,61706752.7184538,803.336035631409,1642
Q,59,M,0,2371570.00539606,4.08463956883,83255200.2008289,781.774167228087,1643
Q,60,F,0,1097800.19870769,5.03331087656262,61639063.1199439,788.857564188937,1586
Q,60,M,0,1062517.487883,6.39029118946029,74722060.7479561,728.313114754099,1546
Q,61,F,0,3747607.31112733,14.8525114155251,55591441.6515289,799.86365745939,1621
Q,61,M,0,1291367.08407007,6.37767048431769,78241510.2241087,757.537734860393,1606
Q,62,F,0,2908140.2034159,15.1047907777528,65677560.5948949,887.999857773785,1786
Q,62,M,0,2776263.26468314,13.1162736731791,79942651.1254996,836.524193427653,1713
Q,63,F,0,1375893.07870282,10.9617486338798,54066846.1721206,817.56896474287,1694
Q,63,M,0,2706955.23103676,13.9817351598174,80344042.5384403,822.428812036831,1652
Q,64,F,0,2014005.87577244,14.8402275619433,63461814.2842505,887.876854554981,1818
Q,64,M,0,1721479.11480582,11.9128303016693,82187219.5151431,908.496459315817,1849
Q,65,F,0,2351498.98278427,18.8853357287222,70071442.1203572,985.881570476835,2040
Q,65,M,0,4983930.88484183,24.2840407216109,78324224.3528986,872.538625645634,1851
Q,66,F,0,2537156.50971428,18.9750654989146,62655414.2249396,799.703585597725,1642
Q,66,M,0,4136465.90746246,18.9858372632682,69750508.8997428,788.149397409987,1607
Q,67,F,0,1472849.96987027,12.5400254510068,37078022.4097776,580.91409536642,1228
Q,67,M,0,2063307.73173321,11.1697956433865,51483856.3449892,594.818990942436,1250
Q,68,F,0,861539.309548918,10.1453551912568,38520627.8807202,525.008181750132,1064
Q,68,M,0,2202997.16844015,15.0738603188861,41214334.5567724,503.57246051351,1026
Q,69,F,0,2014755.24240115,16.2473164158994,35080790.5654075,478.020914739127,1008
Q,69,M,0,1613431.15536605,11.041036005689,37649680.29156,479.043685904634,965
Q,70,F,0,2065194.30950288,19.4644359607755,26073896.7217951,421.218564263792,894
Q,70,M,0,1690682.37084535,10.4007635302044,31748580.5322004,426.40221573471,852
Q,71,F,0,1486632.84611693,15.1639718541807,19648290.9591893,319.661299498465,653
Q,71,M,0,1905001.79600202,12.7459839808369,24726472.0413257,295.21786061831,595
Q,72,F,0,1317680.98670477,7.41653566883749,15964549.1594332,236.407785013848,465
Q,72,M,0,1254150.65542017,8.30500037427951,15001455.5600038,221.188809042593,450
Q,73,F,0,1005502.22701153,11.7344786286399,12088291.8794545,206.14232352721,423
Q,73,M,0,793141.214299274,5.8446740025451,12494950.6984877,200.758417546223,389
Q,74,F,0,777925.530446291,10.6767272999476,11607241.5904223,194.688307508047,395
Q,74,M,0,1388585.73697477,9.40194625346209,11765841.7755882,180.401916311101,360
Q,75,F,0,644891.487299424,9.33166404671008,9900199.37937697,156.079654165731,342
Q,75,M,0,1098090.85363919,10.2541507597874,10290421.671936,150.986099258927,311
Q,76,F,0,611894.452702897,8.86106744516805,8123282.21521326,123.174272026349,264
Q,76,M,0,1083224.02966495,7.28466202560072,9612029.38591467,134.092581780073,268
Q,77,F,0,689448.114387754,8.37487835915862,7243914.78688877,116.993757017741,230
Q,77,M,0,701598.082722359,7.48071711954488,7071430.67088719,98.0767796990793,204
Q,78,F,0,192104.953480799,4.7985328243132,5525158.6789497,99.8139755969758,213
Q,78,M,0,493429.948749607,6.17744591661052,5387612.93025122,103.705704019762,220
Q,79,F,0,243446.08931679,5.22623699378696,5207789.48551254,85.3156373980089,180
Q,79,M,0,755114.583767198,6.06283404446441,5707786.72664578,84.8263193352796,172
Q,80,F,0,179583.192726477,4.60797963919455,4114865.06701348,73.0639044838685,146
Q,80,M,0,250543.112578636,3.07718392095217,3726620.97124395,52.6152631184969,123
Q,81,F,0,13254.7103825137,0.478142076502732,316262.834101205,6.88474436709335,11
Q,81,M,0,0,0,241811.637506849,2.37534246575342,8
N,15,F,30081.8,0,0,28971.7808219178,0.956164383561644,1
N,18,M,6145.8,0,0,2513.56668493151,0.413698630136986,1
N,20,M,6009.32,0,0,5796.77526027397,0.956164383561644,1
N,21,M,75000,0,0,66203.4246575342,0.873972602739726,1
N,23,F,41582.06,0,0,13874.1271232877,0.328767123287671,1
N,23,M,12326.28,0,0,4183.89041095891,0.345205479452055,1
N,25,F,12345.75,0,0,3719.01369863014,0.306849315068493,1
N,25,F,38387.39,0,0,27985.3644383562,0.728767123287671,1
N,26,M,10000,0,0,3956.98630136986,0.391780821917808,1
N,27,M,41582.06,0,0,11104.5961643836,0.263013698630137,1
N,28,F,58187.57,0,0,48100.2846575343,0.827397260273973,1
N,29,F,22000,0,0,8218.35616438356,0.36986301369863,1
N,29,M,23171.13,0,0,7043.15068493151,0.30958904109589,1
N,31,F,20576.24,0,0,12444.6912876712,0.613698630136986,2
N,31,F,30864.36,0,0,9333.51846575342,0.306849315068493,1
N,31,F,51082.37,0,0,24146.174863388,0.478142076502732,1
N,32,M,41500,0,0,30546.2739726027,0.728767123287671,1
N,33,F,105961,0,0,78670.2080547945,0.747945205479452,1
N,33,M,6269.9,0,0,2208.16438356164,0.364383561643836,1
N,33,M,10535.78,0,0,2490.41095890411,0.246575342465753,1
N,33,M,1e+05,0,0,98518.1427945206,0.975342465753425,1
N,34,F,5908.7,0,0,2959.36983561644,0.495890410958904,1
N,34,F,20800.39,0,0,8744.1095890411,0.432876712328767,1
N,34,M,6188.2,0,0,1494.24657534247,0.246575342465753,1
N,34,M,51481.21,0,0,14527.397260274,0.287671232876712,1
N,34,M,110000,0,0,106229.863013699,0.956164383561644,1
N,35,F,1e+05,0,0,1945.50961643836,0.0191780821917808,1
N,35,M,16062.31,0,0,10089.3290684932,0.621917808219178,1
N,35,M,20557.7,0,0,6641.09589041096,0.328767123287671,1
N,36,F,5745.22,0,0,2054.58904109589,0.36986301369863,1
N,36,F,10054.61,0,0,9242.19178082192,0.915068493150685,1
N,36,F,25000,0,0,345.890410958904,0.0136986301369863,1
N,36,M,20338.14,0,0,10823.5979178082,0.536986301369863,1
N,36,M,179393.57,0,0,34952.5254246575,0.202739726027397,1
N,37,F,13613.06,0,0,4620.65819178082,0.345205479452055,1
N,37,F,34134.09,0,0,18629.5046575343,0.556164383561644,1
N,37,F,40000,0,0,25841.2831232877,0.638356164383562,1
N,37,M,7380.82,0,0,1303.43671232877,0.180821917808219,1
N,38,F,8147.74,0,0,4279.80230136986,0.536986301369863,1
N,38,F,9309.36,0,0,2498.73328767123,0.265753424657534,1
N,38,F,14178.64,0,0,5924.3422739726,0.413698630136986,1
N,38,F,25000,0,0,10445.8904109589,0.413698630136986,1
N,38,F,50000,0,0,36526.0273972603,0.723287671232877,1
N,38,F,72220.07,0,0,16851.7808219178,0.238356164383562,1
N,38,F,80000,0,0,11921.3114754098,0.147540983606557,1
N,38,M,24000,0,0,14544,0.6,1
N,38,M,35000,0,0,10072.3287671233,0.284931506849315,1
N,39,F,25935.74,0,0,2628.76712328767,0.104109589041096,1
N,39,F,50507.33,0,0,43063.3435068493,0.852054794520548,1
N,39,F,255551.81,0,0,168102.739726027,0.665753424657534,1
N,39,F,3e+05,0,0,93061.5880273973,0.304109589041096,1
N,39,M,5442.27,0,0,2070.67578082192,0.386301369863014,1
N,39,M,7869.19,0,0,146.396849315069,0.0191780821917808,1
N,39,M,7898.11,0,0,2119.93898630137,0.265753424657534,1
N,39,M,28300.76,0,0,7596.23476712329,0.265753424657534,1
N,39,M,51481.21,0,0,14527.397260274,0.287671232876712,1
N,39,M,793841.04,0,0,765443.685863014,0.956164383561644,1
N,40,F,32067.4,0,0,1245.4101369863,0.0410958904109589,1
N,40,M,30860.88,0,0,9380.54794520548,0.30958904109589,1
N,40,M,40312.31,0,0,32652.0547945206,0.808219178082192,1
N,40,M,100018.15,0,0,100446.575342466,0.994520547945205,1
N,40,M,130000,0,0,70672.4043715847,0.538251366120219,1
N,40,M,150321.94,0,0,18362.0443287671,0.126027397260274,1
N,41,F,9667.32,0,0,6115.89426229508,0.642076502732241,1
N,41,F,10000,0,0,10882.3255342466,1.07671232876712,2
N,41,F,10608.28,0,0,1494.24657534247,0.147945205479452,1
N,41,F,20000,0,0,14736.0655737705,0.729508196721312,1
N,41,F,20281.51,0,0,15883.2876712329,0.786301369863014,1
N,41,F,25000,0,0,22076.5027322404,0.87431693989071,1
N,41,F,46879.44,0,0,5604.21369863014,0.123287671232877,1
N,41,F,119065.65,0,0,48569.6588493151,0.413698630136986,1
N,41,M,15461.78,0,0,3943.15068493151,0.26027397260274,1
N,41,M,30000,0,0,28307.6712328767,0.934246575342466,1
N,41,M,40000,0,0,32762.7397260274,0.810958904109589,1
N,41,M,40505.32,0,0,10171.7040163934,0.248633879781421,1
N,41,M,51321.98,0,0,31459.0163934426,0.622950819672131,1
N,41,M,82257,0,0,30728.0638356164,0.36986301369863,1
N,41,M,1e+05,0,0,93834.0947671233,0.928767123287671,1
N,42,F,25000,0,0,3725.40983606557,0.147540983606557,1
N,42,F,32359.84,0,0,4140.57594520548,0.126027397260274,1
N,42,F,51042.08,0,0,25112.0218579235,0.497267759562842,1
N,42,F,101110.76,0,0,73605.4794520548,0.728767123287671,1
N,42,F,104897.25,0,0,31459.0163934426,0.311475409836066,1
N,42,F,125238.33,0,0,122519.875232877,0.96986301369863,1
N,42,F,152828.19,0,0,63016.0563835617,0.413698630136986,1
N,42,M,17252.45,0,0,14603.3653972603,0.846575342465753,1
N,42,M,125357.67,0,0,120826.190410959,0.956164383561644,1
N,42,M,155113.98,0,0,78032.8767123288,0.515068493150685,1
N,43,F,12242,0,0,6910.52515068493,0.558904109589041,1
N,43,F,20859.9,0,0,7913.97260273973,0.391780821917808,1
N,43,F,25000,0,0,28807.5752328767,1.13972602739726,2
N,43,F,50183.06,0,0,46128.2641643836,0.915068493150685,1
N,43,F,90000,0,0,60600,0.666666666666667,1
N,43,F,124730.89,0,0,101123.785479452,0.808219178082192,1
N,43,F,244422.46,0,0,196917.171506849,0.808219178082192,1
N,43,M,5500,0,0,1861.53863013699,0.328767123287671,1
N,43,M,50000,0,0,7482.41262295082,0.147540983606557,1
N,43,M,60000,0,0,59120.1689863014,0.975342465753425,1
N,43,M,93211.24,0,0,38023.0410958904,0.413698630136986,1
N,43,M,316676.09,0,0,67317.5419672131,0.221311475409836,1
N,44,F,6061.86,0,0,4532.54794520548,0.747945205479452,1
N,44,F,14144.34,0,0,10575.9452054795,0.747945205479452,1
N,44,F,21701.71,0,0,863.656557377049,0.040983606557377,1
N,44,F,62234.98,0,0,28556.7123287671,0.471232876712329,1
N,44,M,12411.81,0,0,2026.35580821918,0.161643835616438,1
N,44,M,14409.35,0,0,559.62,0.0410958904109589,1
N,44,M,50011.27,0,0,50084.9315068493,0.991780821917808,1
N,44,M,78672.93,0,0,23563.769260274,0.30958904109589,1
N,44,M,81398.8,0,0,60518.0192054795,0.747945205479452,1
N,44,M,90000,0,0,60600,0.666666666666667,1
N,44,M,1e+05,0,0,47879.7561917808,0.473972602739726,2
N,44,M,251362.69,0,0,117074.230191257,0.478142076502732,1
N,45,F,0,0,0,20022.775890411,0.328767123287671,1
N,45,F,10000,0,0,2925.13661202186,0.289617486338798,1
N,45,F,14229.27,0,0,11339.7514520548,0.789041095890411,1
N,45,F,14508.78,0,0,4834.38526027397,0.345205479452055,1
N,45,F,15349.74,0,0,10086.1643835616,0.665753424657534,1
N,45,F,15512.41,0,0,2739.45205479452,0.180821917808219,1
N,45,F,50000,0,0,5289.18564383562,0.104109589041096,1
N,45,F,86643.23,0,0,69048.7180273973,0.789041095890411,1
N,45,F,1e+05,0,0,43720.5479452055,0.432876712328767,1
N,45,F,2e+05,0,0,35972.602739726,0.178082191780822,1
N,45,M,5050.31,0,0,1774.80238356164,0.347945205479452,1
N,45,M,10000,0,0,11962.0622801108,1.18436260199117,2
N,45,M,10028.61,0,0,9657.2602739726,0.956164383561644,1
N,45,M,14519.8,0,0,281.246575342466,0.0191780821917808,1
N,45,M,50000,0,0,28285.5191256831,0.560109289617486,1
N,45,M,61475.05,0,0,8870.45424657534,0.147945205479452,1
N,45,M,223751.97,0,0,18013.9726027397,0.0849315068493151,1
N,45,M,504365.94,0,0,387397.260273973,0.767123287671233,1
N,46,F,10461.79,0,0,3532.24043715847,0.349726775956284,1
N,46,F,12034.34,0,0,11588.7123287671,0.956164383561644,1
N,46,F,12270.83,0,0,5512.1095890411,0.454794520547945,1
N,46,F,15444.36,0,0,4358.21917808219,0.287671232876712,1
N,46,F,25769.64,0,0,6571.91780821918,0.26027397260274,1
N,46,F,31781.93,0,0,12308.0217534247,0.391780821917808,1
N,46,F,101612.92,0,0,77479.4520547945,0.767123287671233,1
N,46,F,125357.67,0,0,120826.190410959,0.956164383561644,1
N,46,F,130374.4,0,0,49672.131147541,0.39344262295082,1
N,46,F,155113.98,0,0,78032.8767123288,0.515068493150685,1
N,46,M,24109.97,0,0,22579.7260273973,0.931506849315068,1
N,46,M,30391.11,0,0,24572.0547945206,0.810958904109589,1
N,46,M,71895.19,0,0,24725.6830601093,0.349726775956284,1
N,46,M,125000,0,0,92006.8493150685,0.728767123287671,1
N,47,F,6828.72,0,0,1925.93301369863,0.287671232876712,1
N,47,F,12050.12,0,0,10640.9792349727,0.87431693989071,1
N,47,F,14371.75,0,0,7329.59978082192,0.515068493150685,1
N,47,F,14585.67,0,0,5629.52997260274,0.391780821917808,1
N,47,F,15000,0,0,6558.08219178082,0.432876712328767,1
N,47,F,18495.39,0,0,5680.87052054795,0.304109589041096,1
N,47,F,20140.26,0,0,16713.4246575342,0.827397260273973,1
N,47,F,20618.93,0,0,11317.5287671233,0.558904109589041,1
N,47,F,25000,0,0,6226.02739726027,0.246575342465753,1
N,47,F,30805.73,0,0,17078.8129315069,0.558904109589041,1
N,47,F,31976.75,0,0,2490.41095890411,0.0821917808219178,1
N,47,F,50076.25,0,0,49258.1967213115,0.975409836065574,1
N,47,F,52044.22,0,0,10656.9447671233,0.202739726027397,1
N,47,F,72172.89,0,0,19371.9949041096,0.265753424657534,1
N,47,F,155759.64,0,0,55812.4868493151,0.367123287671233,1
N,47,F,1e+06,0,0,985163.93442623,0.975409836065574,1
N,47,M,0,0,0,27419.5753972603,0.432876712328767,1
N,47,M,6828.72,0,0,1925.93301369863,0.287671232876712,1
N,47,M,10181.98,0,0,5644.93150684932,0.558904109589041,1
N,47,M,10343.94,0,0,1770.95890410959,0.175342465753425,1
N,47,M,10774.22,0,0,8354.72885245902,0.76775956284153,1
N,47,M,14847.33,0,0,869.597917808219,0.0575342465753425,1
N,47,M,23707.46,0,0,8988.96205479452,0.36986301369863,1
N,47,M,40000,0,0,25841.2831232877,0.638356164383562,1
N,47,M,46284.41,0,0,11559.3579452055,0.26027397260274,1
N,47,M,50483.36,0,0,43028.7671232877,0.852054794520548,1
N,47,M,101748.5,0,0,75542.4657534247,0.747945205479452,1
