QualifiedStatus,AttainedAge,Gender,Benefit_Base,Utilized_AV,Utilized,Election_exp_AV,Election_exp,n
Q,58,M,509182.39,0,0,129893.056109589,0.265753424657534,1
Q,58,M,524486.23,0,0,156342.465753425,0.30958904109589,1
Q,58,M,549705.26,0,0,172757.787041096,0.326027397260274,1
Q,58,M,555112,0,0,518360.246994536,0.92896174863388,1
Q,58,M,685696.75,0,0,162082.580547945,0.246575342465753,1
Q,59,F,0,0,0,167037.198958904,1.63013698630137,4
Q,59,F,5357.99,0,0,1266.50465753425,0.246575342465753,1
Q,59,F,5567,0,0,216.207123287671,0.0410958904109589,1
Q,59,F,6500,0,0,1901.33879781421,0.289617486338798,1
Q,59,F,6549.71,0,0,5827.56164383562,0.887671232876712,1
Q,59,F,6711.44,0,0,1452.90983606557,0.221311475409836,1
Q,59,F,6818.32,0,0,2044.83606557377,0.311475409836066,1
Q,59,F,8271.86,0,0,7746.84876712329,0.931506849315068,1
Q,59,F,9929.29,0,0,4420.30040983607,0.450819672131148,1
Q,59,F,12058.48,0,0,9016.30742465754,0.747945205479452,1
Q,59,F,13826.08,0,0,5547.33043835617,0.413698630136986,1
Q,59,F,14551.78,0,0,1895.75830136986,0.126027397260274,1
Q,59,F,14587.08,0,0,14611.857260274,0.991780821917808,1
Q,59,F,15134.43,0,0,13024.3136164384,0.852054794520548,1
Q,59,F,15135.39,0,0,1218.53016438356,0.0849315068493151,1
Q,59,F,18200.1,0,0,9914.69797260274,0.556164383561644,1
Q,59,F,21105.44,0,0,13053.9615068493,0.621917808219178,1
Q,59,F,21528.44,0,0,8167.6075890411,0.391780821917808,1
Q,59,F,22019.96,0,0,20388.5221369863,0.915068493150685,1
Q,59,F,22120.58,0,0,11784.304,0.536986301369863,1
Q,59,F,22339.34,0,0,6659.06832876712,0.30958904109589,1
Q,59,F,22605.33,0,0,13140.8794520548,0.575342465753425,1
Q,59,F,23393.15,0,0,19613.7129863014,0.83013698630137,1
Q,59,F,24730.58,0,0,19425.3238356164,0.789041095890411,1
Q,59,F,25149.36,0,0,6402.40602739726,0.252054794520548,1
Q,59,F,27593.76,0,0,5650.29534246575,0.202739726027397,1
Q,59,F,27605.18,0,0,6263.72838356164,0.224657534246575,1
Q,59,F,29250,0,0,18373.0068493151,0.621917808219178,1
Q,59,F,30000,0,0,23907.9452054795,0.789041095890411,1
Q,59,F,31019.15,0,0,561.336712328767,0.0191780821917808,1
Q,59,F,32760.73,0,0,16317.5375342466,0.493150684931507,1
Q,59,F,34229.07,0,0,18164.7591232877,0.536986301369863,1
Q,59,F,35000,0,0,26246.1643835616,0.742465753424658,1
Q,59,F,35562.53,0,0,4260.63090410959,0.126027397260274,1
Q,59,F,36510.23,0,0,28186.8960821918,0.764383561643836,1
Q,59,F,38246.49,0,0,4868.30602739726,0.126027397260274,1
Q,59,F,38877.6,0,0,8360.13589041096,0.224657534246575,1
Q,59,F,40000,0,0,60264.1586849315,1.49041095890411,2
Q,59,F,42183.88,0,0,33532.802630137,0.783561643835617,1
Q,59,F,42795.2,0,0,30600.6802191781,0.706849315068493,1
Q,59,F,43411.39,0,0,18249.3679452055,0.432876712328767,1
Q,59,F,43890.02,0,0,2617.65709589041,0.063013698630137,1
Q,59,F,44367.71,0,0,19446.7106557377,0.450819672131148,1
Q,59,F,44871.38,0,0,30300.9216164384,0.665753424657534,1
Q,59,F,44916,0,0,33374.7735616438,0.747945205479452,1
Q,59,F,50000,0,0,47678.5201369863,0.942465753424657,3
Q,59,F,50254.36,0,0,929.434684931507,0.0191780821917808,1
Q,59,F,50501.33,0,0,49375.0374246575,0.96986301369863,1
Q,59,F,51019.82,0,0,35695.8904109589,0.706849315068493,1
Q,59,F,52058.9,0,0,41487.3784109589,0.789041095890411,1
Q,59,F,54876.66,0,0,14104.7785245902,0.26775956284153,1
Q,59,F,55000,0,0,35894.4973770492,0.644808743169399,1
Q,59,F,55128.1,0,0,7058.32317808219,0.126027397260274,1
Q,59,F,57848.61,0,0,51063.6846575342,0.873972602739726,1
Q,59,F,57869.59,0,0,14762.602739726,0.265753424657534,1
Q,59,F,59463.77,0,0,45340.8909589041,0.767123287671233,1
Q,59,F,60010.89,0,0,60267.9452054795,0.994520547945205,1
Q,59,F,62245.99,0,0,50983.7293150685,0.810958904109589,1
Q,59,F,63794.53,0,0,9827.26630136986,0.161643835616438,1
Q,59,F,64815.87,0,0,14246.8574794521,0.224657534246575,1
Q,59,F,71020.74,0,0,55825.956284153,0.789617486338798,1
Q,59,F,73533,0,0,1327.0575136612,0.0191256830601093,1
Q,59,F,75404.63,0,0,75950.5961748634,0.997267759562842,1
Q,59,F,75573.63,0,0,67241.095890411,0.887671232876712,1
Q,59,F,77764.09,0,0,36110.9589041096,0.476712328767123,1
Q,59,F,79055.92,0,0,77877.6626849315,0.975342465753425,1
Q,59,F,79259.56,0,0,15357.5342465753,0.202739726027397,1
Q,59,F,79747.87,0,0,26788.3118082192,0.347945205479452,1
Q,59,F,83642.95,0,0,35242.9656164384,0.413698630136986,1
Q,59,F,85495.76,0,0,79016.8232328767,0.915068493150685,1
Q,59,F,86341.6,0,0,1562.17945205479,0.0191780821917808,1
Q,59,F,86567.02,0,0,66007.0082191781,0.767123287671233,1
Q,59,F,88726.67,0,0,24538.3935616438,0.287671232876712,1
Q,59,F,90567.38,0,0,43933.6275890411,0.49041095890411,1
Q,59,F,90947.84,0,0,76953.698630137,0.846575342465753,1
Q,59,F,94032.89,0,0,21928.7695068493,0.238356164383562,1
Q,59,F,94828.13,0,0,35976.5394246575,0.391780821917808,1
Q,59,F,96383.39,0,0,1793.29873972603,0.0191780821917808,1
Q,59,F,1e+05,0,0,114282.191780822,1.13150684931507,3
Q,59,F,100477.34,0,0,93825.1366120219,0.92896174863388,1
Q,59,F,100508.52,0,0,88271.2328767123,0.873972602739726,1
Q,59,F,102429.94,0,0,41953.2608219178,0.413698630136986,1
Q,59,F,102963.01,0,0,76444.1735342466,0.747945205479452,1
Q,59,F,103299.92,0,0,22362.623852459,0.221311475409836,1
Q,59,F,103680.6,0,0,100127.048219178,0.956164383561644,1
Q,59,F,103713.34,0,0,65934.9608219178,0.643835616438356,1
Q,59,F,103742.94,0,0,10515.0684931507,0.104109589041096,1
Q,59,F,103843.58,0,0,46101.5836712329,0.454794520547945,1
Q,59,F,103974,0,0,94167.3213114754,0.896174863387978,1
Q,59,F,104120.12,0,0,43505.0940273973,0.413698630136986,1
Q,59,F,104299.52,0,0,79307.5679317314,0.785223444868628,2
Q,59,F,104442.38,0,0,74274.2673972603,0.704109589041096,1
Q,59,F,104850.51,0,0,37670.8666666667,0.371584699453552,1
Q,59,F,105679.41,0,0,20476.7123287671,0.202739726027397,1
Q,59,F,105787.05,0,0,29373.0365753425,0.287671232876712,1
Q,59,F,106370.11,0,0,75037.5823561644,0.706849315068493,1
Q,59,F,109228.81,0,0,11071.0990684932,0.104109589041096,1
Q,59,F,111157.33,0,0,53519.9687671233,0.476712328767123,1
Q,59,F,113508.57,0,0,15988.4383561644,0.147945205479452,1
Q,59,F,113895.31,0,0,38305.2876712329,0.347945205479452,1
Q,59,F,113900,0,0,47591.4767123288,0.413698630136986,1
Q,59,F,115342.01,0,0,66992.4282786885,0.581967213114754,1
Q,59,F,115989.98,0,0,101511.917808219,0.873972602739726,1
Q,59,F,116081.01,0,0,98893.0154794521,0.852054794520548,1
Q,59,F,118059.19,0,0,28115.3860273973,0.246575342465753,1
Q,59,F,118908.53,0,0,116807.274246575,0.972602739726027,1
Q,59,F,119488.06,0,0,100514.01030137,0.832876712328767,1
Q,59,F,124979.88,0,0,111993.914958904,0.893150684931507,1
Q,59,F,125000,0,0,382972.257917808,3.03013698630137,4
Q,59,F,126419.48,0,0,85622.1643835617,0.684931506849315,1
Q,59,F,127676.75,0,0,78132.6972328767,0.621917808219178,1
Q,59,F,130672.98,0,0,114623.474164384,0.868493150684932,1
Q,59,F,130797.27,0,0,43645.8856438356,0.345205479452055,1
Q,59,F,130986.5,0,0,12944.0493150685,0.104109589041096,1
Q,59,F,131121.56,0,0,39085.6164383562,0.30958904109589,1
Q,59,F,131307.25,0,0,36314.5491780822,0.287671232876712,1
Q,59,F,131868.38,0,0,129714.155245902,0.975409836065574,1
Q,59,F,132249.33,0,0,113810.509643836,0.852054794520548,1
Q,59,F,132700.15,0,0,63525.1971232877,0.473972602739726,1
Q,59,F,133640.09,0,0,42807.397260274,0.326027397260274,1
Q,59,F,133838.22,0,0,32520.9484699454,0.248633879781421,1
Q,59,F,136508.29,0,0,79896.4690410959,0.580821917808219,1
Q,59,F,136520.38,0,0,79712.2508767123,0.594520547945206,1
Q,59,F,136742.89,0,0,66173.1994535519,0.478142076502732,1
Q,59,F,138624.73,0,0,31657.2739726027,0.238356164383562,1
Q,59,F,140169.7,0,0,39554.2565753425,0.287671232876712,1
Q,59,F,143171.94,0,0,11526.581369863,0.0849315068493151,1
Q,59,F,145582.77,0,0,17012.7049180328,0.122950819672131,1
Q,59,F,146178.7,0,0,29932.5904657534,0.202739726027397,1
Q,59,F,146492.94,0,0,48812.0547945206,0.345205479452055,1
Q,59,F,146748.3,0,0,118650.067287671,0.810958904109589,1
Q,59,F,149303.23,0,0,87585.7729315069,0.580821917808219,1
Q,59,F,150000,0,0,166405.270136986,1.0958904109589,2
Q,59,F,150215.85,0,0,54923.884520548,0.36986301369863,1
Q,59,F,152335.67,0,0,47875.0627945205,0.326027397260274,1
Q,59,F,153292.87,0,0,103767.123287671,0.684931506849315,1
Q,59,F,154443.63,0,0,43582.1917808219,0.287671232876712,1
Q,59,F,154757.3,0,0,36302.1515342466,0.238356164383562,1
Q,59,F,155281.5,0,0,24073.9726027397,0.158904109589041,1
Q,59,F,156736.66,0,0,52713.698630137,0.347945205479452,1
Q,59,F,157826.15,0,0,81131.1475409836,0.53551912568306,2
Q,59,F,164478.56,0,0,106956.129452055,0.643835616438356,1
Q,59,F,166881.22,0,0,163932.220958904,0.972602739726027,1
Q,59,F,167467.73,0,0,112607.138712329,0.665753424657534,1
Q,59,F,167890.84,0,0,154283.759835616,0.915068493150685,1
Q,59,F,173072.41,0,0,14475.276739726,0.0849315068493151,1
Q,59,F,175000,0,0,123967.123287671,0.701369863013699,2
Q,59,F,175266.88,0,0,172403.68852459,0.975409836065574,1
Q,59,F,184962.72,0,0,15944.3285205479,0.0849315068493151,1
Q,59,F,187102.22,0,0,26354.5934794521,0.147945205479452,1
Q,59,F,188811.3,0,0,69258.0483060109,0.371584699453552,1
Q,59,F,193970.83,0,0,136253.141939891,0.707650273224044,1
Q,59,F,194213,0,0,19192.0738630137,0.104109589041096,1
Q,59,F,197906.8,0,0,29572.156109589,0.147945205479452,1
Q,59,F,198140.4,0,0,62270.2743561644,0.326027397260274,1
Q,59,F,198865.97,0,0,34314.7416986301,0.180821917808219,1
Q,59,F,199739.77,0,0,23930.0821917808,0.126027397260274,1
Q,59,F,200520.69,0,0,25523.8120547945,0.126027397260274,1
Q,59,F,200621.96,0,0,184843.835616438,0.915068493150685,1
Q,59,F,201384.34,0,0,180511.826849315,0.893150684931507,1
Q,59,F,202298.9,0,0,168432.457643836,0.832876712328767,1
Q,59,F,203086.3,0,0,42032.2049180328,0.204918032786885,1
Q,59,F,203318.59,0,0,120646.575342466,0.597260273972603,1
Q,59,F,203502.01,0,0,116219.178082192,0.575342465753425,1
Q,59,F,206343.07,0,0,48402.8695068493,0.238356164383562,1
Q,59,F,207299.03,0,0,109145.519371585,0.538251366120219,1
Q,59,F,207594.44,0,0,195054.905506849,0.934246575342466,1
Q,59,F,209514.94,0,0,66781.4207650273,0.330601092896175,1
Q,59,F,210793.32,0,0,25254.368,0.126027397260274,1
Q,59,F,212813.16,0,0,20972.6775956284,0.103825136612022,1
Q,59,F,216228.73,0,0,3071.08726027397,0.0136986301369863,1
Q,59,F,220775.58,0,0,143564.616164384,0.643835616438356,1
Q,59,F,221023.89,0,0,8010.17326027397,0.0383561643835616,1
Q,59,F,221717.73,0,0,179586.301369863,0.808219178082192,1
Q,59,F,225643.8,0,0,217288.356164384,0.956164383561644,1
Q,59,F,225819,0,0,14371.9866849315,0.063013698630137,1
Q,59,F,239185.56,0,0,145026.431506849,0.616438356164384,1
Q,59,F,241757.18,0,0,228119.423972603,0.934246575342466,1
Q,59,F,250000,0,0,188164.383561644,0.745205479452055,1
Q,59,F,253885.34,0,0,177630.257424658,0.706849315068493,1
Q,59,F,261594.53,0,0,87164.3835616439,0.345205479452055,1
Q,59,F,261943.57,0,0,82321.9178082192,0.326027397260274,1
Q,59,F,263417.72,0,0,99937.2033150685,0.391780821917808,1
Q,59,F,265482.92,0,0,145364.783013699,0.558904109589041,1
Q,59,F,268351.98,0,0,208374.81295082,0.76775956284153,1
Q,59,F,270000,0,0,71723.8356164384,0.263013698630137,1
Q,59,F,274256.04,0,0,111875.436657534,0.413698630136986,1
Q,59,F,277295.17,0,0,116569.910958904,0.432876712328767,1
Q,59,F,278184.9,0,0,106255.425205479,0.391780821917808,1
Q,59,F,281260.68,0,0,118236.940821918,0.432876712328767,1
Q,59,F,281627,0,0,183841.678219178,0.643835616438356,1
Q,59,F,303332.27,0,0,221227.266246575,0.728767123287671,1
Q,59,F,303969.01,0,0,244890.410958904,0.808219178082192,1
Q,59,F,305459.53,0,0,339211.50739726,1.11780821917808,2
Q,59,F,313853.65,0,0,105967.213114754,0.349726775956284,1
Q,59,F,314751.69,0,0,92975.3424657534,0.306849315068493,1
Q,59,F,323300.85,0,0,238209.127377049,0.729508196721312,1
Q,59,F,326771.34,0,0,271758.118136986,0.832876712328767,1
Q,59,F,341435.95,0,0,95179.4506849315,0.287671232876712,1
Q,59,F,345251.95,0,0,59573.9506849315,0.180821917808219,1
Q,59,F,353918.07,0,0,294495.958333333,0.833333333333333,1
Q,59,F,362587.66,0,0,51193.3655342466,0.147945205479452,1
Q,59,F,367700.26,0,0,102379.781420765,0.289617486338798,1
Q,59,F,375492.52,0,0,157389.045081967,0.431693989071038,1
Q,59,F,384671.73,0,0,78768.124109589,0.202739726027397,1
Q,59,F,385645.69,0,0,202570.02739726,0.536986301369863,1
Q,59,F,397741.43,0,0,157385.737315069,0.391780821917808,1
Q,59,F,4e+05,0,0,502004.532053597,1.24161988172767,2
Q,59,F,418471.53,0,0,140569.863013699,0.347945205479452,1
Q,59,F,422093.07,0,0,270513.97260274,0.643835616438356,1
Q,59,F,424212.74,0,0,269158.750136986,0.643835616438356,1
Q,59,F,444125.35,0,0,86054.8615342466,0.202739726027397,1
Q,59,F,475525.08,0,0,280317.918,0.6,1
Q,59,F,476559.46,0,0,112647.444657534,0.246575342465753,1
Q,59,F,478373.79,0,0,54789.0410958904,0.120547945205479,1
Q,59,F,485492.26,0,0,339996.216986301,0.706849315068493,1
Q,59,F,504756.62,0,0,387397.260273973,0.767123287671233,1
Q,59,F,509268.22,0,0,311650.308794521,0.621917808219178,1
Q,59,F,518427.27,0,0,240739.726027397,0.476712328767123,1
Q,59,F,526087.15,0,0,134205.479452055,0.265753424657534,1
Q,59,F,735710.12,0,0,13372.3312876712,0.0191780821917808,1
Q,59,F,1447601.63,0,0,520013.095123288,0.367123287671233,1
Q,59,M,0,0,0,109645.230763306,1.68481922299573,3
Q,59,M,5185.83,0,0,3144.34726027397,0.616438356164384,1
Q,59,M,5187.15,0,0,525.753424657534,0.104109589041096,1
Q,59,M,5305.83,0,0,1353.12273972603,0.26027397260274,1
Q,59,M,6172.18,0,0,1887.54098360656,0.311475409836066,1
Q,59,M,6500,0,0,2158.35616438356,0.328767123287671,1
Q,59,M,6706.15,0,0,1564.80821917808,0.238356164383562,1
Q,59,M,7185.96,0,0,2324.38356164384,0.328767123287671,1
Q,59,M,7300.97,0,0,2769.8904109589,0.391780821917808,1
Q,59,M,7344.21,0,0,2169.42465753425,0.306849315068493,1
Q,59,M,7669.74,0,0,3276.288,0.432876712328767,1
Q,59,M,9937.59,0,0,4232.96677595628,0.431693989071038,1
Q,59,M,11130.02,0,0,7699.53424657534,0.684931506849315,1
Q,59,M,11480.12,0,0,3928.05084931507,0.347945205479452,1
Q,59,M,12864.12,0,0,5040.9068852459,0.387978142076503,1
Q,59,M,13513.17,0,0,4500.55890410959,0.328767123287671,1
Q,59,M,20000,0,0,17184.4465753425,0.849315068493151,1
Q,59,M,20737.09,0,0,9663.24493150685,0.476712328767123,1
Q,59,M,21435.92,0,0,55.3424657534247,0.00273972602739726,1
Q,59,M,24866.89,0,0,10622.4006027397,0.432876712328767,1
Q,59,M,26653.92,0,0,7824.21912568306,0.289617486338798,1
Q,59,M,28240.54,0,0,11871.8083287671,0.432876712328767,1
Q,59,M,31971.33,0,0,7254.42542465753,0.224657534246575,1
Q,59,M,33110.94,0,0,14555.31,0.452054794520548,1
Q,59,M,36631.07,0,0,3639.08655737705,0.0983606557377049,1
Q,59,M,39379.35,0,0,27558.1545205479,0.701369863013699,1
Q,59,M,39658.54,0,0,32065.0231232877,0.810958904109589,1
Q,59,M,46145.45,0,0,26168.7402739726,0.578082191780822,1
Q,59,M,46609,0,0,25520.690630137,0.558904109589041,1
Q,59,M,46847.74,0,0,871.643835616439,0.0191780821917808,1
Q,59,M,50000,0,0,47179.4520547945,0.934246575342466,1
Q,59,M,51321.98,0,0,31406.8493150685,0.621917808219178,1
Q,59,M,51566.36,0,0,44376.7348493151,0.852054794520548,1
Q,59,M,51862.48,0,0,23797.2602739726,0.471232876712329,1
Q,59,M,51912.48,0,0,34906.517260274,0.665753424657534,1
Q,59,M,51913.83,0,0,23820.8219178082,0.471232876712329,1
Q,59,M,52448.62,0,0,15634.2465753425,0.30958904109589,1
Q,59,M,53355.52,0,0,3182.19178082192,0.063013698630137,1
Q,59,M,53593.16,0,0,26989.3315068493,0.495890410958904,1
Q,59,M,54100.1,0,0,3443.13780821918,0.063013698630137,1
Q,59,M,57714.86,0,0,2395.56205479452,0.0410958904109589,1
Q,59,M,58980.97,0,0,51799.8754794521,0.873972602739726,1
Q,59,M,59200.97,0,0,7092.648,0.126027397260274,1
Q,59,M,59645,0,0,37465.2305479452,0.621917808219178,1
Q,59,M,60000,0,0,45447.9233333333,0.748633879781421,1
Q,59,M,61003.81,0,0,21816,0.36986301369863,1
Q,59,M,61671.36,0,0,48476.8678961749,0.789617486338798,1
Q,59,M,62304.42,0,0,3965.292,0.063013698630137,1
Q,59,M,67781.5,0,0,20204.9851232877,0.30958904109589,1
Q,59,M,69664.09,0,0,63388.8513661202,0.904371584699454,1
Q,59,M,72276.3,0,0,38054.3715846995,0.538251366120219,1
Q,59,M,79803.11,0,0,31577.9808767123,0.391780821917808,1
Q,59,M,80100.71,0,0,39896.738630137,0.493150684931507,1
Q,59,M,80952.18,0,0,43616.6851506849,0.531506849315069,1
Q,59,M,82249.25,0,0,31745.1929315069,0.391780821917808,1
Q,59,M,82463.47,0,0,12322.0750684932,0.147945205479452,1
Q,59,M,85979.46,0,0,30747.7183561644,0.36986301369863,1
Q,59,M,86374.34,0,0,38561.6482191781,0.452054794520548,1
Q,59,M,86761.64,0,0,53182.5947540984,0.622950819672131,1
Q,59,M,87040.58,0,0,8601.32602739726,0.104109589041096,1
Q,59,M,87930.08,0,0,69276.6418630137,0.786301369863014,1
Q,59,M,89435.98,0,0,37597.2774246575,0.432876712328767,1
Q,59,M,91198.86,0,0,31204.6898356164,0.347945205479452,1
Q,59,M,92267.54,0,0,37019.7846849315,0.413698630136986,1
Q,59,M,94657.34,0,0,62198.4131506849,0.665753424657534,1
Q,59,M,96485.43,0,0,89196.2945355191,0.915300546448087,1
Q,59,M,98374.46,0,0,51673.6386849315,0.536986301369863,1
Q,59,M,1e+05,0,0,464903.176849315,4.6,7
Q,59,M,100286.13,0,0,96581.4376986301,0.956164383561644,1
Q,59,M,100732.89,0,0,42881.4294246575,0.432876712328767,1
Q,59,M,100860.85,0,0,88271.2328767123,0.873972602739726,1
Q,59,M,101763.81,0,0,33791.1616438356,0.328767123287671,1
Q,59,M,102577.43,0,0,24246.8926027397,0.246575342465753,1
Q,59,M,103350.64,0,0,56184.9113387978,0.538251366120219,1
Q,59,M,103941.93,0,0,5810.95890410959,0.0575342465753425,1
Q,59,M,104617.88,0,0,35456.6015300546,0.349726775956284,1
Q,59,M,104762.63,0,0,31268.4931506849,0.30958904109589,1
Q,59,M,104805.9,0,0,36911.0454520548,0.364383561643836,1
Q,59,M,105057.22,0,0,29054.7945205479,0.287671232876712,1
Q,59,M,105840.57,0,0,36626.4269589041,0.361643835616438,2
Q,59,M,105875,0,0,101953.273972603,0.953424657534246,1
Q,59,M,106244.56,0,0,12728.7671232877,0.126027397260274,1
Q,59,M,106561.23,0,0,16287.2758356164,0.147945205479452,1
Q,59,M,107848.53,0,0,10657.5612054795,0.104109589041096,1
Q,59,M,109807.21,0,0,48883.7565573771,0.450819672131148,1
Q,59,M,110000,0,0,38656.7123287671,0.347945205479452,1
Q,59,M,113486.86,0,0,40837.3184109589,0.364383561643836,1
Q,59,M,115000,0,0,115195.342465753,0.991780821917808,1
Q,59,M,116241.72,0,0,73754.2091780822,0.643835616438356,1
Q,59,M,117699.03,0,0,75513.2195890411,0.643835616438356,1
Q,59,M,120160.96,0,0,66414.4199178082,0.556164383561644,1
Q,59,M,121436.85,0,0,38492.4230136986,0.328767123287671,1
Q,59,M,124890.46,0,0,24199.0846575342,0.202739726027397,1
Q,59,M,125407.65,0,0,10096.402739726,0.0849315068493151,1
Q,59,M,126689.16,0,0,56039.7808219178,0.454794520547945,1
Q,59,M,126815.29,0,0,24791.1860273973,0.202739726027397,1
Q,59,M,127074.12,0,0,75404.1095890411,0.597260273972603,1
Q,59,M,127821.13,0,0,57417.8082191781,0.454794520547945,1
Q,59,M,130000,0,0,95135.2208219178,0.723287671232877,1
Q,59,M,130374.4,0,0,49462.3287671233,0.391780821917808,1
Q,59,M,130911.69,0,0,108637.260273973,0.827397260273973,1
Q,59,M,133008.23,0,0,13143.8356164384,0.104109589041096,1
Q,59,M,133083.6,0,0,80648.664,0.6,1
Q,59,M,134075.63,0,0,2419.66475409836,0.0191256830601093,1
Q,59,M,139683.59,0,0,67751.4144808743,0.497267759562842,1
Q,59,M,140000,0,0,82348.8618082192,0.580821917808219,1
Q,59,M,145000,0,0,75030.5479452055,0.512328767123288,1
Q,59,M,149632.07,0,0,49858.0273972603,0.345205479452055,1
Q,59,M,150057.16,0,0,150256.629315069,0.991780821917808,1
Q,59,M,151591.13,0,0,127519.288109589,0.832876712328767,1
Q,59,M,151899.1,0,0,23399.4210136986,0.161643835616438,1
Q,59,M,152197.02,0,0,97646.4080821918,0.643835616438356,1
Q,59,M,154582.96,0,0,40261.6438356164,0.265753424657534,1
Q,59,M,155113.98,0,0,78032.8767123288,0.515068493150685,1
Q,59,M,155404.5,0,0,117396.394931507,0.747945205479452,1
Q,59,M,155528.18,0,0,72221.9178082192,0.476712328767123,1
Q,59,M,156264.13,0,0,150496.614754098,0.956284153005464,1
Q,59,M,156411.16,0,0,25535.7285753425,0.161643835616438,1
Q,59,M,157345.87,0,0,46902.7397260274,0.30958904109589,1
Q,59,M,158307.89,0,0,33620.5479452055,0.221917808219178,1
Q,59,M,158760.86,0,0,27733.6065573771,0.183060109289618,1
Q,59,M,160000,0,0,113715.970188487,0.701205180028445,3
Q,59,M,163390.75,0,0,163668.292931507,0.991780821917808,1
Q,59,M,165000,0,0,117796.438356164,0.706849315068493,1
Q,59,M,166175.8,0,0,13378.5944109589,0.0849315068493151,1
Q,59,M,167000,0,0,27417.9110136986,0.161643835616438,1
Q,59,M,167019.54,0,0,98456.574,0.6,1
Q,59,M,167480.37,0,0,6843.50163934426,0.040983606557377,1
Q,59,M,168000,0,0,122943.975452055,0.723287671232877,1
Q,59,M,170129.52,0,0,107945.479452055,0.643835616438356,1
Q,59,M,171000,0,0,161419.020520548,0.934246575342466,1
Q,59,M,171264.75,0,0,40174.3809041096,0.238356164383562,1
Q,59,M,173543.06,0,0,85144.3835616439,0.495890410958904,1
Q,59,M,174319.84,0,0,95682.4553424658,0.558904109589041,1
Q,59,M,175000,0,0,121219.315068493,0.684931506849315,1
Q,59,M,178297.45,0,0,128809.589041096,0.728767123287671,1
Q,59,M,180000,0,0,18927.1232876712,0.104109589041096,1
Q,59,M,188200.88,0,0,42978.8175616438,0.238356164383562,1
Q,59,M,191058.17,0,0,138338.401369863,0.728767123287671,1
Q,59,M,192582.51,0,0,11190.8907945205,0.0575342465753425,1
Q,59,M,196224.49,0,0,65914.2804383562,0.347945205479452,1
Q,59,M,196500,0,0,52199.0136986301,0.263013698630137,1
Q,59,M,197000,0,0,132464.95890411,0.665753424657534,1
Q,59,M,199975,0,0,267824.056986301,1.32602739726027,2
Q,59,M,2e+05,0,0,260429.990356164,1.28767123287671,2
Q,59,M,201500,0,0,151102.917808219,0.742465753424658,1
Q,59,M,201868.86,0,0,3755.9497260274,0.0191780821917808,1
Q,59,M,202980.8,0,0,81440.3979178082,0.413698630136986,1
Q,59,M,204494.84,0,0,87948.0328767123,0.449315068493151,2
Q,59,M,204975.32,0,0,130260.145890411,0.643835616438356,1
Q,59,M,205287.91,0,0,125627.397260274,0.621917808219178,1
Q,59,M,205437.98,0,0,69731.5068493151,0.345205479452055,1
Q,59,M,206832.07,0,0,37134.7609836066,0.183060109289618,1
Q,59,M,208935.87,0,0,53299.796520548,0.265753424657534,1
Q,59,M,211077.19,0,0,44827.397260274,0.221917808219178,1
Q,59,M,213097.11,0,0,34312.3287671233,0.16986301369863,2
Q,59,M,213375.72,0,0,21627.1117808219,0.104109589041096,1
Q,59,M,214126.92,0,0,81581.5081967213,0.39344262295082,1
Q,59,M,220000,0,0,336688.138333708,1.51524814731642,2
Q,59,M,225085.73,0,0,225382.191780822,0.991780821917808,1
Q,59,M,225925.13,0,0,89398.2639452055,0.391780821917808,1
Q,59,M,229046.23,0,0,72209.1445753425,0.326027397260274,1
Q,59,M,229578.53,0,0,68851.3278688525,0.311475409836066,1
Q,59,M,230975.18,0,0,100983.613534247,0.432876712328767,1
Q,59,M,232879.87,0,0,203215.838442623,0.871584699453552,1
Q,59,M,233275.18,0,0,93595.1780821918,0.413698630136986,1
Q,59,M,241374.92,0,0,28918.2352328767,0.126027397260274,1
Q,59,M,243024.88,0,0,229315.61460274,0.934246575342466,1
Q,59,M,244126.32,0,0,87710.1121311476,0.371584699453552,1
Q,59,M,245103.88,0,0,92989.1780821918,0.391780821917808,1
Q,59,M,247474.26,0,0,134814.246575343,0.556164383561644,1
Q,59,M,250000,0,0,157549.412191781,0.621917808219178,1
Q,59,M,252539.15,0,0,199539.695342466,0.789041095890411,1
Q,59,M,254261.14,0,0,139794.350546448,0.560109289617486,1
Q,59,M,255000,0,0,160174.931506849,0.621917808219178,1
Q,59,M,255062.04,0,0,217600.846383562,0.852054794520548,1
Q,59,M,258494.16,0,0,158187.338164384,0.621917808219178,1
Q,59,M,258794.75,0,0,169319.443835616,0.663013698630137,1
Q,59,M,262084.89,0,0,110175.780821918,0.432876712328767,1
Q,59,M,263846.48,0,0,56034.2465753425,0.221917808219178,1
Q,59,M,265906.6,0,0,57179.8356164384,0.224657534246575,1
Q,59,M,266016.46,0,0,26215.8469945355,0.103825136612022,1
Q,59,M,272058.31,0,0,90650.9589041096,0.345205479452055,1
Q,59,M,274336.7,0,0,136489.806575343,0.50958904109589,1
Q,59,M,275983.51,0,0,150344.964575343,0.556164383561644,1
Q,59,M,277054.52,0,0,116468.747671233,0.432876712328767,1
Q,59,M,277179.78,0,0,23893.7103287671,0.0849315068493151,1
Q,59,M,279582.94,0,0,16674.6849315069,0.063013698630137,1
Q,59,M,283000.82,0,0,60102.1375890411,0.221917808219178,1
Q,59,M,283972.87,0,0,167399.544,0.6,1
